Distrito,Cluster,OLT,F,S,P,Código QR,Cuenta,Puerto N2,Serie ONT,Conteo,Status Port,Codigos QR,Fecha,,Actualización Puerto,Latitud,Longitud,Nombre SP,Capacidad,Ubicacion,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TP1078436,,,,,,,,,,31.716587,-106.477047,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TP1078436,,,,,,,,,,31.716587,-106.477047,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TP1078436,,,,,,,,,,31.716587,-106.477047,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TP1078436,,,,,,,,,,31.716587,-106.477047,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TPFH044148,,,,,,,,,,31.714197,-106.477298,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TPFH044148,,,,,,,,,,31.714197,-106.477298,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TPFH044148,,,,,,,,,,31.714197,-106.477298,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TPFH044148,,,,,,,,,,31.714197,-106.477298,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TPFH061428,,,,,,,,,,31.715542,-106.478449,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TPFH061428,,,,,,,,,,31.715542,-106.478449,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TPFH061428,,,,,,,,,,31.715542,-106.478449,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TPFH061957,,,,,,,,,,31.714851,-106.478537,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,6,TPFH061957,,,,,,,,,,31.714851,-106.478537,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP246646,,,,,,,,,,31.704737,-106.481828,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP246646,,,,,,,,,,31.704737,-106.481828,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP246646,,,,,,,,,,31.704737,-106.481828,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP246646,,,,,,,,,,31.704737,-106.481828,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP246646,,,,,,,,,,31.704737,-106.481828,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP246646,,,,,,,,,,31.704737,-106.481828,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP246646,,,,,,,,,,31.704737,-106.481828,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP246646,,,,,,,,,,31.704737,-106.481828,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP246646,,,,,,,,,,31.704737,-106.481828,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP247837,,,,,,,,,,31.70206,-106.479635,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP247837,,,,,,,,,,31.70206,-106.479635,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP247837,,,,,,,,,,31.70206,-106.479635,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP247837,,,,,,,,,,31.70206,-106.479635,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP247837,,,,,,,,,,31.70206,-106.479635,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP247837,,,,,,,,,,31.70206,-106.479635,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP247837,,,,,,,,,,31.70206,-106.479635,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP247837,,,,,,,,,,31.70206,-106.479635,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP250052,,,,,,,,,,31.704378,-106.481417,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP889096,,,,,,,,,,31.70535,-106.482721,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP889096,,,,,,,,,,31.70535,-106.482721,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP889096,,,,,,,,,,31.70535,-106.482721,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TP889096,,,,,,,,,,31.70535,-106.482721,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TPPV2898311508,,,,,,,,,,31.703262,-106.483422,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TPYF015033,,,,,,,,,,31.701807,-106.47873,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TPYF015033,,,,,,,,,,31.701807,-106.47873,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,7,TPYF015033,,,,,,,,,,31.701807,-106.47873,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP247063,,,,,,,,,,31.66242,-106.46394,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP247063,,,,,,,,,,31.66242,-106.46394,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP250143,,,,,,,,,,31.665905,-106.46341,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP250143,,,,,,,,,,31.665905,-106.46341,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP250143,,,,,,,,,,31.665905,-106.46341,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP250143,,,,,,,,,,31.665905,-106.46341,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP252813,,,,,,,,,,31.676554,-106.461961,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP252813,,,,,,,,,,31.676554,-106.461961,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP252814,,,,,,,,,,31.667889,-106.463163,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP252814,,,,,,,,,,31.667889,-106.463163,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP252814,,,,,,,,,,31.667889,-106.463163,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP252814,,,,,,,,,,31.667889,-106.463163,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP252814,,,,,,,,,,31.667889,-106.463163,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TP252814,,,,,,,,,,31.667889,-106.463163,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPCP010034,,,,,,,,,,31.661712,-106.462766,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPFH061612,,,,,,,,,,31.662637,-106.464032,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPFH061612,,,,,,,,,,31.662637,-106.464032,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPFH061612,,,,,,,,,,31.662637,-106.464032,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPFH061975,,,,,,,,,,31.668387,-106.463234,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPFH061975,,,,,,,,,,31.668387,-106.463234,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPFH062042,,,,,,,,,,31.663962,-106.463791,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPPV003267,,,,,,,,,,31.665938,-106.463516,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPPV003267,,,,,,,,,,31.665938,-106.463516,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,9,TPPV003267,,,,,,,,,,31.665938,-106.463516,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP245312,,,,,,,,,,31.677037,-106.462016,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP245312,,,,,,,,,,31.677037,-106.462016,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP245312,,,,,,,,,,31.677037,-106.462016,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP245312,,,,,,,,,,31.677037,-106.462016,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP245312,,,,,,,,,,31.677037,-106.462016,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP245312,,,,,,,,,,31.677037,-106.462016,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP245312,,,,,,,,,,31.677037,-106.462016,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP245609,,,,,,,,,,31.674992,-106.458239,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP245609,,,,,,,,,,31.674992,-106.458239,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP247071,,,,,,,,,,31.675654,-106.465383,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP247071,,,,,,,,,,31.675654,-106.465383,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP247071,,,,,,,,,,31.675654,-106.465383,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP247071,,,,,,,,,,31.675654,-106.465383,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP252863,,,,,,,,,,31.676037,-106.462109,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP252863,,,,,,,,,,31.676037,-106.462109,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP252863,,,,,,,,,,31.676037,-106.462109,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP252863,,,,,,,,,,31.676037,-106.462109,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP252863,,,,,,,,,,31.676037,-106.462109,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP252863,,,,,,,,,,31.676037,-106.462109,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP252863,,,,,,,,,,31.676037,-106.462109,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP252863,,,,,,,,,,31.676037,-106.462109,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP252863,,,,,,,,,,31.676037,-106.462109,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP253341,,,,,,,,,,31.677101,-106.465827,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP253341,,,,,,,,,,31.677101,-106.465827,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP253341,,,,,,,,,,31.677101,-106.465827,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP253341,,,,,,,,,,31.677101,-106.465827,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,10,TP253341,,,,,,,,,,31.677101,-106.465827,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP250594,,,,,,,,,,31.706458,-106.472495,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP250594,,,,,,,,,,31.706458,-106.472495,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP250594,,,,,,,,,,31.706458,-106.472495,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP250594,,,,,,,,,,31.706458,-106.472495,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP250594,,,,,,,,,,31.706458,-106.472495,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP250594,,,,,,,,,,31.706458,-106.472495,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP250594,,,,,,,,,,31.706458,-106.472495,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP254773,,,,,,,,,,31.705388,-106.473672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP254773,,,,,,,,,,31.705388,-106.473672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP254773,,,,,,,,,,31.705388,-106.473672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP254773,,,,,,,,,,31.705388,-106.473672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP254773,,,,,,,,,,31.705388,-106.473672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP254773,,,,,,,,,,31.705388,-106.473672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,11,TP254773,,,,,,,,,,31.705388,-106.473672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP245012,,,,,,,,,,31.714062,-106.469672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP245012,,,,,,,,,,31.714062,-106.469672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP245012,,,,,,,,,,31.714062,-106.469672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP245012,,,,,,,,,,31.714062,-106.469672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP245012,,,,,,,,,,31.714062,-106.469672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP245012,,,,,,,,,,31.714062,-106.469672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP245012,,,,,,,,,,31.714062,-106.469672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP245012,,,,,,,,,,31.714062,-106.469672,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP245012,,,,,,,,,,31.714062,-106.469672,,,,
CIUDAD JUAREZ,LOS CIPRESES,CARLOS_AMAYA_JUA,0,14,12,TP247086,,,,,,,,,,31.611711,-106.428601,,,,
CIUDAD JUAREZ,LOS CIPRESES,CARLOS_AMAYA_JUA,0,14,12,TP247086,,,,,,,,,,31.611711,-106.428601,,,,
CIUDAD JUAREZ,LOS CIPRESES,CARLOS_AMAYA_JUA,0,14,12,TP247086,,,,,,,,,,31.611711,-106.428601,,,,
CIUDAD JUAREZ,LOS CIPRESES,CARLOS_AMAYA_JUA,0,14,12,TP247086,,,,,,,,,,31.611711,-106.428601,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP247088,,,,,,,,,,31.710869,-106.467147,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP247088,,,,,,,,,,31.710869,-106.467147,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP247088,,,,,,,,,,31.710869,-106.467147,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP247088,,,,,,,,,,31.710869,-106.467147,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP247088,,,,,,,,,,31.710869,-106.467147,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP247088,,,,,,,,,,31.710869,-106.467147,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP247088,,,,,,,,,,31.710869,-106.467147,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP247088,,,,,,,,,,31.710869,-106.467147,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250144,,,,,,,,,,31.712742,-106.468132,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250144,,,,,,,,,,31.712742,-106.468132,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250144,,,,,,,,,,31.712742,-106.468132,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250144,,,,,,,,,,31.712742,-106.468132,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250144,,,,,,,,,,31.712742,-106.468132,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250144,,,,,,,,,,31.712742,-106.468132,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250144,,,,,,,,,,31.712742,-106.468132,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250144,,,,,,,,,,31.712742,-106.468132,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250144,,,,,,,,,,31.712742,-106.468132,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250145,,,,,,,,,,31.711948,-106.468347,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250145,,,,,,,,,,31.711948,-106.468347,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TP250145,,,,,,,,,,31.711948,-106.468347,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TPFH060298,,,,,,,,,,31.715361,-106.468067,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,12,TPFH060298,,,,,,,,,,31.715361,-106.468067,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250348,,,,,,,,,,31.714342,-106.472398,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250597,,,,,,,,,,31.712899,-106.470653,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250597,,,,,,,,,,31.712899,-106.470653,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250597,,,,,,,,,,31.712899,-106.470653,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250597,,,,,,,,,,31.712899,-106.470653,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250597,,,,,,,,,,31.712899,-106.470653,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250597,,,,,,,,,,31.712899,-106.470653,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250597,,,,,,,,,,31.712899,-106.470653,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250597,,,,,,,,,,31.712899,-106.470653,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP250597,,,,,,,,,,31.712899,-106.470653,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP252900,,,,,,,,,,31.713538,-106.475609,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TP253226,,,,,,,,,,31.712025,-106.473708,,,,
CIUDAD JUAREZ,CARLOS AMAYA,CARLOS_AMAYA_JUA,0,14,13,TPFH044151,,,,,,,,,,31.713546,-106.475641,,,,
